,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
2223,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-02-21T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-02-16T00:00:00.000,,,Pothole,,N/A,,,5 AVENUE,TRANSVERSE ROAD FOUR,,,MANHATTAN,Unspecified,2006-02-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3546847
2224,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-02-26T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-02-05T00:00:00.000,,,Pothole,,N/A,,,WEST HOUSTON STREET,6 AVENUE,,,MANHATTAN,Unspecified,2006-02-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3545766
2225,BLOCKFACE,DOT,Department of Transportation,Unspecified,,NEW YORK,2006-02-23T00:00:00.000,0 Unspecified,Street Condition,2006-02-22T00:00:00.000,1 AVENUE,WILLIS BRIDGE APPROACH,Pothole,,N/A, EAST 126 STREET,,,,,,Unspecified,Unspecified,2006-02-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 126 STREET,3546708
2226,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-29T00:00:00.000,08 MANHATTAN,Street Condition,2006-05-23T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 72 STREET,10021,,,,,MANHATTAN,Unspecified,2006-05-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 72 STREET,3547638
2227,BLOCKFACE,DOT,Department of Transportation,QUEENS,,QUEENS VILLAGE,2006-07-13T00:00:00.000,13 QUEENS,Street Condition,2006-07-12T00:00:00.000,JAMAICA AVENUE,LONG ISLAND RAILROAD,Pothole,,N/A, 211 STREET,11429,,,,,QUEENS,Unspecified,2006-07-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,211 STREET,3586290
2228,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-05-30T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-30T00:00:00.000,BEND,WEST 165 STREET,Pothole,,N/A, RIVERSIDE DRIVE,,,,,,MANHATTAN,Unspecified,2006-05-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,RIVERSIDE DRIVE,3549704
2229,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-06-28T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-28T00:00:00.000,EAST 32 STREET,EAST 34 STREET,Pothole,,N/A, F D R DRIVE,,,,,,MANHATTAN,Unspecified,2006-06-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,F D R DRIVE,3548623
2230,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-05-24T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-23T00:00:00.000,5 AVENUE,CENTRAL PARK WEST,Pothole,,N/A, 65 ST TRANSVERSE,,,,,,MANHATTAN,Unspecified,2006-05-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,65 ST TRANSVERSE,3548666
2231,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-05-24T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-23T00:00:00.000,5 AVENUE,CENTRAL PARK WEST,Pothole,,N/A, 79 ST TRANSVERSE,,,,,,MANHATTAN,Unspecified,2006-05-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,79 ST TRANSVERSE,3548667
2232,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-03-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-03-17T00:00:00.000,4 AVENUE,BROADWAY,Pothole,,N/A, EAST 9 STREET,,,,,,MANHATTAN,Unspecified,2006-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 9 STREET,3549572
2233,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-05-16T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-08T00:00:00.000,,,Pothole,,N/A,,,12 AVENUE,G WASHINGTON BRIDGE,,,MANHATTAN,Unspecified,2006-05-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550060
2234,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-02-07T00:00:00.000,10 MANHATTAN,Street Condition,2006-02-07T00:00:00.000,7 AVENUE,ST NICHOLAS AVENUE,Pothole,,N/A, WEST 112 STREET,10026,,,,,MANHATTAN,Unspecified,2006-02-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 112 STREET,3546793
2235,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-02-27T00:00:00.000,08 MANHATTAN,Street Condition,2006-02-24T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 68 STREET,10065,,,,,MANHATTAN,Unspecified,2006-02-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 68 STREET,3546718
2236,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-02-16T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-02-15T00:00:00.000,,,Pothole,,N/A,,,G WASHINGTON BRIDGE,HARLEM RIVER DRIVE,,,MANHATTAN,Unspecified,2006-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3546812
2237,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-02-15T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-02-14T00:00:00.000,WEST 63 STREET,WEST 64 STREET,Pothole,,N/A, COLUMBUS AVENUE,,,,,,MANHATTAN,Unspecified,2006-02-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,COLUMBUS AVENUE,3546823
2238,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-07-10T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-07-06T00:00:00.000,,,Pothole,,N/A,,,PIKE STREET,ALLEN STREET,,,MANHATTAN,Unspecified,2006-07-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3547850
2239,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-01-05T00:00:00.000,10 MANHATTAN,Street Condition,2006-01-04T00:00:00.000,5 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 125 STREET,10027,,,,,MANHATTAN,Unspecified,2006-01-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 125 STREET,3546761
2240,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-06-21T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-19T00:00:00.000,1 AVENUE,YORK AVENUE,Pothole,,N/A, EAST 53 STREET,,,,,,MANHATTAN,Unspecified,2006-06-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 53 STREET,3552245
2241,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-15T00:00:00.000,05 MANHATTAN,Street Condition,2006-03-13T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 58 STREET,10022,,,,,MANHATTAN,Unspecified,2006-03-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 58 STREET,3546030
2242,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-06-02T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-02T00:00:00.000,WEST 35 STREET,WEST 36 STREET,Pothole,,N/A, DYER AVENUE,,,,,,MANHATTAN,Unspecified,2006-06-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,DYER AVENUE,3547699
2243,BLOCKFACE,DOT,Department of Transportation,Unspecified,,NEW YORK,2006-06-02T00:00:00.000,0 Unspecified,Street Condition,2006-06-02T00:00:00.000,WEST 34 STREET,WEST 35 STREET,Pothole,,N/A, DYER AVENUE,,,,,,Unspecified,Unspecified,2006-06-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,DYER AVENUE,3547700
2244,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-22T00:00:00.000,05 MANHATTAN,Street Condition,2006-07-19T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE SOUTH,Pothole,,N/A, EAST 30 STREET,10016,,,,,MANHATTAN,Unspecified,2006-07-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 30 STREET,3548937
2245,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-07-14T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-07-13T00:00:00.000,,,Pothole,,N/A,,,OLD SLIP,WATER STREET,,,MANHATTAN,Unspecified,2006-07-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3546898
2246,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-08-11T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-08-10T00:00:00.000,,,Pothole,,N/A,,,MONROE STREET,PIKE STREET,,,MANHATTAN,Unspecified,2006-08-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3552456
2247,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-27T00:00:00.000,09 MANHATTAN,Street Condition,2006-05-26T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Pothole,,N/A, WEST 148 STREET,10031,,,,,MANHATTAN,Unspecified,2006-05-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 148 STREET,3548679
2248,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-05-26T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-25T00:00:00.000,,,Pothole,,N/A,,,F D R DRIVE,MONTGOMERY STREET,,,MANHATTAN,Unspecified,2006-05-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3548687
2249,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-09-29T00:00:00.000,08 MANHATTAN,Street Condition,2006-09-28T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 65 STREET,10065,,,,,MANHATTAN,Unspecified,2006-09-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 65 STREET,3554907
2250,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-04-28T00:00:00.000,10 MANHATTAN,Street Condition,2006-04-24T00:00:00.000,7 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 135 STREET,10030,,,,,MANHATTAN,Unspecified,2006-04-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 135 STREET,3547731
2251,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-04-25T00:00:00.000,08 MANHATTAN,Street Condition,2006-04-24T00:00:00.000,1 AVENUE,2 AVENUE,Pothole,,N/A, EAST 63 STREET,10065,,,,,MANHATTAN,Unspecified,2006-04-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 63 STREET,3547738
2252,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-05-22T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-05-21T00:00:00.000,,,Pothole,,N/A,,,F D R DRIVE,MONTGOMERY STREET,,,MANHATTAN,Unspecified,2006-05-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3549634
2253,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-02-14T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-02-13T00:00:00.000,,,Pothole,,N/A,,,OLD SLIP,WATER STREET,,,MANHATTAN,Unspecified,2006-02-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3545803
2254,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-02-15T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-02-14T00:00:00.000,,,Pothole,,N/A,,,COLUMBIA STREET,DELANCEY STREET,,,MANHATTAN,Unspecified,2006-02-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3545824
2255,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-19T00:00:00.000,10 MANHATTAN,Street Condition,2006-07-12T00:00:00.000,7 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 142 STREET,10030,,,,,MANHATTAN,Unspecified,2006-07-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 142 STREET,3546883
2256,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-12-07T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-12-06T00:00:00.000,,,Pothole,,N/A,,,6 AVENUE,BLEECKER STREET,,,MANHATTAN,Unspecified,2006-12-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3556354
2257,BLOCKFACE,DOT,Department of Transportation,Unspecified,,NEW YORK,2006-02-15T00:00:00.000,0 Unspecified,Street Condition,2006-02-14T00:00:00.000,WEST 43 STREET,WEST 44 STREET,Pothole,,N/A, 7 AVENUE,,,,,,Unspecified,Unspecified,2006-02-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,7 AVENUE,3546826
2258,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-05T00:00:00.000,08 MANHATTAN,Street Condition,2006-05-04T00:00:00.000,1 AVENUE,2 AVENUE,Pothole,,N/A, EAST 63 STREET,10065,,,,,MANHATTAN,Unspecified,2006-05-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 63 STREET,3553043
2259,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-09-21T00:00:00.000,03 MANHATTAN,Street Condition,2006-09-20T00:00:00.000,DELANCEY STREET,RIVINGTON STREET,Pothole,,N/A, CHRYSTIE STREET,10002,,,,,MANHATTAN,Unspecified,2006-09-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CHRYSTIE STREET,3555879
2260,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,,Unspecified MANHATTAN,Street Condition,2006-06-15T00:00:00.000,5 AVENUE,CENTRAL PARK WEST,Wear & Tear,,N/A, 79 ST TRANSVERSE,,,,,,MANHATTAN,Unspecified,2006-06-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,79 ST TRANSVERSE,3547783
2261,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-06-21T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-16T00:00:00.000,11 AVENUE,12 AVENUE,Pothole,,N/A, WEST 34 STREET,,,,,,MANHATTAN,Unspecified,2006-06-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 34 STREET,3547793
2262,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-07-05T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-07-01T00:00:00.000,,,Pothole,,N/A,,,NORTH END AVENUE,WARREN STREET,,,MANHATTAN,Unspecified,2006-07-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3548830
2263,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-06-05T00:00:00.000,03 MANHATTAN,Street Condition,2006-06-04T00:00:00.000,CLINTON STREET,RUTGERS SLIP,Pothole,,N/A, SOUTH STREET,10002,,,,,MANHATTAN,Unspecified,2006-06-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SOUTH STREET,3549727
2264,ADDRESS,DOT,Department of Transportation,MANHATTAN,,,2006-12-05T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-12-05T00:00:00.000,WEST 12 STREET,JANE STREET,Pothole,,N/A,22 FRED DOUGLAS BOULEVARD,,,,,,MANHATTAN,Unspecified,2006-12-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FRED DOUGLAS BOULEVARD,3555329
2265,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-09T00:00:00.000,06 MANHATTAN,Street Condition,2006-03-07T00:00:00.000,EAST 14 STREET,EAST 15 STREET,Pothole,,N/A, AVENUE C,10009,,,,,MANHATTAN,Unspecified,2006-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE C,3545978
2266,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-09T00:00:00.000,06 MANHATTAN,Street Condition,2006-03-07T00:00:00.000,AVENUE C LOOP,EAST 15 STREET,Pothole,,N/A, AVENUE C,10009,,,,,MANHATTAN,Unspecified,2006-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE C,3545979
2267,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-07T00:00:00.000,08 MANHATTAN,Street Condition,2006-03-06T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 69 STREET,10021,,,,,MANHATTAN,Unspecified,2006-03-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 69 STREET,3545982
2268,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-28T00:00:00.000,08 MANHATTAN,Street Condition,2006-05-25T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 89 STREET,10128,,,,,MANHATTAN,Unspecified,2006-05-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 89 STREET,3547828
2269,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-08-24T00:00:00.000,Unspecified QUEENS,Street Condition,2006-08-23T00:00:00.000,,,Pothole,,N/A,,,56 AVENUE,SPRINGFIELD BOULEVARD,,,QUEENS,Unspecified,2006-08-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3587123
2270,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-07T00:00:00.000,09 MANHATTAN,Street Condition,2006-07-05T00:00:00.000,BROADWAY,RIVERSIDE DRIVE,Pothole,,N/A, WEST 145 STREET,10031,,,,,MANHATTAN,Unspecified,2006-07-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 145 STREET,3547843
2271,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-06T00:00:00.000,07 MANHATTAN,Street Condition,2006-07-06T00:00:00.000,BROADWAY,WEST END AVENUE,Pothole,,N/A, WEST 91 STREET,10024,,,,,MANHATTAN,Unspecified,2006-07-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 91 STREET,3547859
2272,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-08-27T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-08-25T00:00:00.000,,,Pothole,,N/A,,,MORNINGSIDE AVENUE,WEST 125 STREET,,,MANHATTAN,Unspecified,2006-08-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3548844
2273,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-11T00:00:00.000,09 MANHATTAN,Street Condition,2006-07-08T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Pothole,,N/A, WEST 122 STREET,10027,,,,,MANHATTAN,Unspecified,2006-07-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 122 STREET,3548885
2274,BLOCKFACE,DOT,Department of Transportation,Unspecified,,NEW YORK,2006-12-08T00:00:00.000,0 Unspecified,Street Condition,2006-12-06T00:00:00.000,HARLEM RIVER DRIVE,MACOMBS PLACE,Pothole,,N/A, WEST 155 STREET,,,,,,Unspecified,Unspecified,2006-12-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 155 STREET,3556320
2275,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-02-16T00:00:00.000,Unspecified QUEENS,Street Condition,2006-02-15T00:00:00.000,,,Pothole,,N/A,,,60 STREET,NORTHERN BOULEVARD,,,QUEENS,Unspecified,2006-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3575782
2276,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-13T00:00:00.000,11 MANHATTAN,Street Condition,2006-03-12T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 106 STREET,10029,,,,,MANHATTAN,Unspecified,2006-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 106 STREET,3546016
2277,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-07-03T00:00:00.000,09 MANHATTAN,Street Condition,2006-07-02T00:00:00.000,12 AVENUE,BROADWAY,Pothole,,N/A, WEST 135 STREET,10031,,,,,MANHATTAN,Unspecified,2006-07-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 135 STREET,3549820
2278,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-24T00:00:00.000,05 MANHATTAN,Street Condition,2006-03-23T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 49 STREET,10017,,,,,MANHATTAN,Unspecified,2006-03-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 49 STREET,3550506
2279,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-06-24T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-23T00:00:00.000,,,Pothole,,N/A,,,COLUMBIA STREET,DELANCEY STREET,,,MANHATTAN,Unspecified,2006-06-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3550258
2280,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-11-23T00:00:00.000,10 MANHATTAN,Street Condition,2006-11-19T00:00:00.000,5 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 139 STREET,10037,,,,,MANHATTAN,Unspecified,2006-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 139 STREET,3551268
2281,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-05-08T00:00:00.000,10 MANHATTAN,Street Condition,2006-05-07T00:00:00.000,7 AVENUE,8 AVENUE,Pothole,,N/A, WEST 133 STREET,10030,,,,,MANHATTAN,Unspecified,2006-05-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 133 STREET,3553081
2282,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-24T00:00:00.000,05 MANHATTAN,Street Condition,2006-03-23T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 54 STREET,10022,,,,,MANHATTAN,Unspecified,2006-03-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 54 STREET,3550507
2283,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-08-11T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-08-10T00:00:00.000,CENTRE STREET,MULBERRY STREET,Pothole,,N/A, GRAND STREET,,,,,,MANHATTAN,Unspecified,2006-08-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND STREET,3552450
